Generator,Startup,Fuel_Price,VOM,HeatRate
ReEDS_gas-cc_re-cc_p62_4,36623.0987,14.778,8.461974,15.0359
ReEDS_gas-cc_re-cc_p63_6,25072.5478,14.778,6.894084,13.107
ReEDS_gas-ct_re-ct_p63_1,5086.6931,14.778,47.850993,15.6536
ReEDS_gas-cc_re-cc_p64_4,25910.0794,14.778,8.325685,13.2834
ReEDS_gas-cc_re-cc_p63_34,26943.2971,14.778,3.661136,11.691
ReEDS_gas-cc_re-cc_p60_1,16806.1289,14.778,8.967886,15.5195
ReEDS_lfill-gas_p63_3,65.3686,0,4.46188,9.1444
ReEDS_gas-cc_re-cc_p63_33,26776.4191,14.778,3.598112,11.8958
ReEDS_gas-cc_re-cc_p63_20,26124.4358,14.778,5.349332,13.6121
ReEDS_gas-cc_re-cc_p63_27,26445.2615,14.778,5.889048,13.5969
ReEDS_gas-cc_re-cc_p64_2,26009.9088,14.778,8.303185,12.9578
ReEDS_gas-ct_re-ct_p64_1,16441.7371,14.778,5.578136,13.2621
ReEDS_gas-cc_re-cc_p67_10,29936.6236,14.778,5.618149,17.5197
ReEDS_gas-cc_re-cc_p63_4,25993.0617,14.778,6.840639,12.9946
ReEDS_gas-cc_re-cc_p63_28,25568.6182,14.778,5.861133,13.6634
ReEDS_gas-cc_re-cc_p65_4,30334.0686,14.778,6.984742,13.1397
ReEDS_gas-cc_re-cc_p63_31,6022.2283,14.778,11.919074,21.6797
ReEDS_gas-cc_re-cc_p67_12,35345.963,14.778,9.478647,20.0073
ReEDS_gas-cc_re-cc_p63_30,18463.6427,14.778,10.019509,15.3717
ReEDS_lfill-gas_p64_2,16.7004,0,4.524562,9.1364
ReEDS_gas-cc_re-cc_p62_2,26513.6511,14.778,9.633177,13.2023
ReEDS_gas-cc_re-cc_p67_13,54006.0929,14.778,3.631274,11.8034
ReEDS_gas-cc_re-cc_p65_2,30870.5215,14.778,6.795449,13.4658
ReEDS_gas-cc_re-cc_p63_21,26161.6413,14.778,5.30765,13.2254
ReEDS_gas-cc_re-cc_p67_6,27053.3508,14.778,3.801079,17.3837
ReEDS_gas-cc_re-cc_p67_7,27039.3929,14.778,3.830551,17.277
ReEDS_gas-cc_re-cc_p62_1,26825.0121,14.778,9.555787,13.0924
ReEDS_gas-cc_re-cc_p63_18,25472.3058,14.778,5.369793,13.3923
ReEDS_gas-ct_re-ct_p63_3,16804.6523,14.778,3.633506,11.842
ReEDS_gas-cc_re-cc_p64_6,26316.4724,14.778,8.187262,13.3716
ReEDS_gas-cc_re-cc_p65_5,25077.7048,14.778,5.641952,14.0409
ReEDS_gas-cc_re-cc_p67_8,27343.0244,14.778,3.826441,17.2374
ReEDS_gas-cc_re-cc_p63_2,25045.8379,14.778,6.958079,13.2692
ReEDS_gas-cc_re-cc_p63_13,25764.5833,14.778,5.437139,13.364
ReEDS_gas-cc_re-cc_p63_29,20953.9,14.778,8.409524,14.6733
ReEDS_gas-ct_re-ct_p64_2,252.0849,14.778,2.306979,13.6333
ReEDS_lfill-gas_p64_1,34.0172,0,4.722951,14.2254
ReEDS_gas-cc_re-cc_p67_1,32728.6712,14.778,6.488338,13.7088
ReEDS_gas-cc_re-cc_p63_10,25860.4482,14.778,6.84144,13.0137
ReEDS_gas-cc_re-cc_p64_11,65225.5992,14.778,7.011787,14.0299
ReEDS_gas-cc_re-cc_p63_9,25050.1892,14.778,6.752443,13.421
ReEDS_gas-cc_re-cc_p65_7,37593.3635,14.778,3.72737,14.462
ReEDS_gas-ct_re-ct_p60_1,28087.5632,14.778,6.232941,17.9759
ReEDS_lfill-gas_p63_1,74.8884,0,4.006591,14.3967
ReEDS_gas-cc_re-cc_p62_3,26902.6714,14.778,9.653727,12.9697
ReEDS_gas-cc_re-cc_p63_32,27320.2023,14.778,3.687685,11.7407
ReEDS_gas-cc_re-cc_p63_15,25687.835,14.778,5.433597,13.2713
ReEDS_gas-cc_re-cc_p63_26,26381.4589,14.778,5.740161,13.9525
ReEDS_gas-cc_re-cc_p64_5,26591.2974,14.778,8.143222,13.0362
ReEDS_gas-ct_re-ct_p64_3,14190.7177,14.778,24.982975,14.271
ReEDS_gas-cc_re-cc_p65_3,30641.2407,14.778,6.904821,13.4193
ReEDS_gas-cc_re-cc_p64_8,25751.6014,14.778,8.080909,13.0214
ReEDS_gas-cc_re-cc_p64_9,39707.1138,14.778,4.258574,13.42
ReEDS_gas-cc_re-cc_p65_6,13807.2575,14.778,8.666828,14.173
ReEDS_gas-cc_re-cc_p64_1,26341.6686,14.778,8.338138,13.2334
ReEDS_gas-cc_re-cc_p63_16,25420.4301,14.778,5.474151,13.5458
ReEDS_gas-cc_re-cc_p63_25,25675.8417,14.778,5.728749,13.9101
ReEDS_gas-cc_re-cc_p64_3,26532.606,14.778,8.290602,13.2142
ReEDS_gas-cc_re-cc_p67_4,46822.3178,14.778,3.265042,16.2127
ReEDS_gas-ct_re-ct_p65_2,12844.9112,14.778,3.211214,13.0239
ReEDS_gas-cc_re-cc_p63_12,26434.4269,14.778,5.515369,13.2731
ReEDS_gas-cc_re-cc_p67_2,32400.5169,14.778,6.421676,13.4119
ReEDS_gas-cc_re-cc_p63_17,26353.5359,14.778,5.344559,13.1762
ReEDS_gas-cc_re-cc_p63_23,26411.6458,14.778,5.744651,13.8502
ReEDS_gas-cc_re-cc_p63_14,25446.1185,14.778,5.5016,13.4197
ReEDS_gas-ct_re-ct_p67_2,30212.8796,14.778,3.819359,17.698
ReEDS_lfill-gas_p65_2,30.2451,0,4.579987,8.8577
ReEDS_gas-ct_re-ct_p65_3,3149.8897,14.778,2.445986,14.597
ReEDS_gas-ct_re-ct_p62_1,22559.7556,14.778,3.43223,16.892
ReEDS_gas-cc_re-cc_p63_1,25959.9214,14.778,6.918421,13.0434
ReEDS_gas-cc_re-cc_p64_7,26010.6621,14.778,8.265199,13.0225
ReEDS_gas-cc_re-cc_p67_3,32878.7818,14.778,6.284744,13.8103
ReEDS_gas-cc_re-cc_p64_10,65380.5827,14.778,11.77475,13.5285
ReEDS_gas-cc_re-cc_p63_36,26411.9237,14.778,3.630195,11.6427
ReEDS_gas-cc_re-cc_p63_19,26130.2374,14.778,5.377687,13.272
ReEDS_gas-cc_re-cc_p63_7,25505.491,14.778,6.832501,13.2265
ReEDS_gas-cc_re-cc_p63_35,26769.0425,14.778,3.705574,11.9172
ReEDS_gas-cc_re-cc_p65_8,55127.4073,14.778,5.251393,16.1424
ReEDS_gas-cc_re-cc_p63_22,26297.4742,14.778,5.787937,13.5886
ReEDS_lfill-gas_p63_2,30.8496,0,2.821908,18.2853
ReEDS_gas-cc_re-cc_p67_11,42641.4786,14.778,4.401331,18.9584
ReEDS_gas-ct_re-ct_p67_1,10352.5982,14.778,3.838492,14.9315
ReEDS_gas-cc_re-cc_p67_5,27531.5286,14.778,3.806267,16.9911
ReEDS_gas-ct_re-ct_p65_1,12408.2223,14.778,3.980767,12.9939
ReEDS_gas-ct_re-ct_p63_2,14092.5036,14.778,3.554509,18.0984
ReEDS_gas-cc_re-cc_p63_24,25600.5546,14.778,5.752482,13.8538
ReEDS_gas-cc_re-cc_p63_11,25725.5915,14.778,5.346315,13.3145
ReEDS_lfill-gas_p65_1,97.0096,0,5.369855,14.998
ReEDS_gas-cc_re-cc_p63_5,25647.8124,14.778,6.890228,13.1494
ReEDS_gas-cc_re-cc_p67_9,27746.1698,14.778,3.751217,17.4147
ReEDS_gas-cc_re-cc_p65_1,69587.629,14.778,9.086472,13.1525
ReEDS_gas-cc_re-cc_p63_3,25671.6929,14.778,6.798428,13.2142
ReEDS_gas-cc_re-cc_p63_8,25413.335,14.778,6.855555,13.3127
